aboutText,age,caste,city,college,employedIn,height,profileID,religion
,35,Adi Dravida,"Chennai, Tamil Nadu, India",,,5ft 8in,x831094,Hindu
,35,Brahmin Viswa,"Nagpur, Maharashtra, India",,,5ft 7in,nagm1217016,Hindu
,35,Telugu,"Bangalore, Karnataka, India",,,5ft 7in,x1491569,Hindu
,35,Sindhi,"Delhi, Delhi, India",,,5ft 6in,delm1365752,Hindu
,35,Rajaka,"Vijayawada, Andhra Pradesh, India",,,6ft,vijm1366981,Hindu
,35,Kushwaha,"Patiala, Punjab, India",,,5ft 8in,x1491736,Hindu
,35,Brahmin,,,,5ft 6in,balm1380511,Hindu
,35,Brahmin,"Gurgaon, Haryana, India",,Private Sector,5ft 5in,delm1162825,Hindu
,35,Rajput,"Hyderabad, Andhra Pradesh, India",,,5ft 6in,anpm230551,Hindu
,35,Sunni,"Bhopal, Madhya Pradesh, India",,,5ft 8in,bhom474774,Muslim
,35,,"Kolkata, West Bengal, India",,,5ft 4in,kolm291651,Hindu
,35,Others,Others,,,5ft 6in,othm308228,Christian
,35,Jaiswal,"Daltonganj, Jharkhand, India",,,5ft 10in,dalm1381898,Hindu
,35,Brahmin - Iyer,,,Private Sector,5ft 9in,ahem1140708,Hindu
,35,Others,Others,,,5ft 3in,othm1227015,Muslim
,35,,"Patna, Bihar, India",,,5ft 11in,patm423174,Hindu
,35,Brahmin - Bengali,"Kolkata, West Bengal, India",,,5ft 4in,kolm1371510,Hindu
,35,Hindu-Others,"Mumbai, Maharashtra, India",,,6ft,x1525668,Hindu
,35,Chambhar,,,,5ft 7in,navm1116930,Hindu
,35,Jat,"Delhi, Delhi, India",,,5ft 7in,delm271562,Hindu
,35,Rajput,"Mumbai, Maharashtra, India",,,5ft 6in,mumm1366977,Hindu
,35,Others,"Rest of Karnataka, Karnataka, India",,,6ft,karm270943,Christian
,35,,,,,5ft 6in,SMM1392799,
,35,Baniya,"Noida, Uttar Pradesh, India",,,6ft,noim1361125,Hindu
,35,Others,"Aligarh, Uttar Pradesh, India",,,5ft 11in,alim989894,Muslim
,35,Protestant,"Delhi, Delhi, India",,,5ft 5in,delm1359031,Christian
,35,Hindu-Others,"Bangalore, Karnataka, India",,,5ft 10in,x1509027,Hindu
,35,Punjabi,"Hyderabad, Andhra Pradesh, India",,,5ft 11in,x1517927,Hindu
,35,Mudaliar - Senguntha,"Bangalore, Karnataka, India",,,6ft,banm999670,Hindu
,35,Kayastha,"Lucknow, Uttar Pradesh, India",,,5ft 8in,x1420215,Hindu
,35,Punjabi,"Delhi, Delhi, India",,,5ft 7in,delm1358886,Hindu
,35,Scheduled Caste,"Delhi, Delhi, India",,,5ft 5in,delm1358349,Hindu
,35,Arora,"Gwalior, Madhya Pradesh, India",,,5ft 10in,gwam1370516,Hindu
,35,Others,"Rest of Tamil Nadu, Tamil Nadu, India",,,5ft 11in,tamm275605,Christian
,35,Others,"Hyderabad, Andhra Pradesh, India",,,5ft 9in,hydm1380048,Muslim
,35,Others,"Kottayam, Kerala, India",,,5ft 9in,kotm1211139,Christian
,35,Scheduled Caste,"Bellary, Karnataka, India",,,5ft 3in,belm1021362,Hindu
,35,Sikh - Jat,"Meerut, Uttar Pradesh, India",,,5ft 4in,x1512913,Hindu
,35,Rajput,"Delhi, Delhi, India","Jaypee Institute of Information Technology, U.P.",Others,5ft 8in,SMM1390977,Hindu
,35,Agarwal,"Delhi, Delhi, India",,,5ft 7in,x1414246,Hindu
,35,Brahmin,"Bangalore, Karnataka, India",,,5ft 9in,x1509596,Hindu
,35,Billava,"California, Pennsylvania",,,6ft,calm1376715,Hindu
,35,Others,"Chennai, Tamil Nadu, India",,,5ft 6in,chem1377612,Christian
,35,Others,"Kochi, Kerala, India",,Private Sector,5ft 10in,kocm1205569,Christian
,35,Arora,"Delhi, Delhi, India",,,6ft,delm916820,Hindu
,35,Brahmin - Smartha,"Ramanagaram, Karnataka, India",,,5ft 9in,ramm1006743,Hindu
,35,Rajput,,Other General University,MNC,5ft 5in,SMM1389809,Hindu
,35,Saliya,"Calicut, Kerala, India",,,5ft 3in,clcm1378427,Hindu
,35,Sikh - Khatri,"Chandigarh, Chandigarh, India",,,5ft 9in,cham1197803,Sikh
,35,Gupta,,,,5ft 7in,delm992531,Hindu
,35,Brahmin - Saraswat,"Kolkata, West Bengal, India",,,5ft 4in,kolm152708,Hindu
,35,Others,"Chennai, Tamil Nadu, India",,,5ft 10in,chem1374962,Christian
,35,Hindu-Others,Others,,,5ft 6in,othm1354307,Hindu
,35,Barujibi,"Mumbai, Maharashtra, India",,,5ft 8in,0007494596,Hindu
,35,Punjabi,"Mumbai, Maharashtra, India",,,6ft 2in,x1504834,Hindu
,35,Sunni,"Rest of Delhi, Delhi, India",,,5ft 5in,ncrm1369072,Muslim
,35,Others,"Mumbai, Maharashtra, India",,,5ft 11in,mumm1352771,Muslim
,35,,"Bhubaneshwar, Orissa, India",,,5ft 8in,bhum1376984,Others
,35,Sunni,"Bangalore, Karnataka, India",,,5ft 8in,banm1377558,Muslim
,35,Nair,"Pathanamthitta, Kerala, India",,,5ft 6in,patm1384267,Hindu
,35,Arora,"Noida, Uttar Pradesh, India",IIT Delhi,Private Sector,5ft 10in,SMM1388740,Hindu
,35,Mahajan,"Jammu, Jammu and Kashmir, India",,,5ft 5in,jamm945185,Hindu
,35,Gavara,"Vishakhapatnam, Andhra Pradesh, India",,,6ft,vism1153096,Hindu
,35,Hindu-Others,"Delhi, Delhi, India",,,5ft 6in,delm1164885,Hindu
,35,Hindu-Others,"Bangalore, Karnataka, India",,,5ft 10in,x1503637,Others
,35,Sunni,"Bokaro, Jharkhand, India",,,5ft 11in,bokm1354090,Muslim
,35,Kshatriya,"Kolkata, West Bengal, India",,,5ft 8in,kolm1096692,Hindu
,35,Others,"Kannur, Kerala, India",,,5ft 3in,kanm1372690,Christian
,35,Brahmin - Gaur,"Meerut, Uttar Pradesh, India",,Private Sector,5ft 7in,meem1033087,Hindu
,35,,"Mumbai, Maharashtra, India",,,5ft 6in,mumm1198662,Buddhist
,35,Brahmin - Smartha,"Mysore, Karnataka, India",,,5ft 5in,mysm1366056,Hindu
,35,Brahmin - Maharashtrian,"Palghar, Maharashtra, India",,,5ft 2in,x1492598,Hindu
,35,Others,"Mumbai, Maharashtra, India",,,5ft 8in,x1492375,Muslim
,35,Hindu-Others,"Bangalore, Karnataka, India",,,5ft 10in,x1497643,Hindu
,35,Mali,"Pune, Maharashtra, India",,,5ft 3in,punm1013991,Hindu
,35,Others,"Chennai, Tamil Nadu, India",,,6ft 1in,chem1183943,Muslim
,35,Naidu,"Chennai, Tamil Nadu, India",,,5ft 10in,chem1364115,Hindu
,35,Bengali,"Noida, Uttar Pradesh, India",,,5ft 6in,noim1385060,Hindu
,35,Sikh - Jat,"Hoshiarpur, Punjab, India",,,5ft 6in,hosm1167519,Sikh
,35,Others,"Kochi, Kerala, India",,Others,6ft,kocm1009847,Christian
,35,Agarwal,"Kawardha, Chhattisgarh, India",,,5ft 7in,kawm1055108,Hindu
,35,Sikh - Ravidasia,Others,,,5ft 7in,othm1162071,Sikh
,35,Nair,"Kochi, Kerala, India",,,5ft 9in,kocm1357792,Hindu
,35,Goswami,"Almora, Uttaranchal, India",,,5ft 3in,almm1344906,Hindu
,35,Kurmi,,,MNC,5ft 6in,bham847145,Hindu
,35,Brahmin - Audichya,,,,5ft 5in,mumm1360598,Hindu
,35,Others,Others,,,5ft 10in,othm1344883,Christian
,35,Brahmin,"Lucknow, Uttar Pradesh, India",,,5ft 7in,x1426126,Hindu
,35,Khatri,"Darbhanga, Bihar, India",,,5ft 8in,darm1353918,Hindu
,35,Kongu Vellala Gounder,"Erode, Tamil Nadu, India",,,6ft,erom1029219,Hindu
,35,Sikh - Jat,"Chandigarh, Chandigarh, India",National Institute of Fashion Technology (NIFT),State Government,5ft 7in,SMM1385579,Sikh
,35,Gupta,"Udhampur, Jammu and Kashmir, India",,,5ft 4in,udhm1382126,Hindu
,35,Brahmin,"Madhepura, Bihar, India",,,5ft 4in,madm1337474,Hindu
,35,Shewetamber,"Rajkot, Gujarat, India",,,6ft 4in,rajm1099824,Jain
,35,Balija,"Chennai, Tamil Nadu, India",,,6ft 3in,chem1375245,Hindu
,35,Brahmin,"Nellore, Andhra Pradesh, India",,,5ft 11in,nelm1133906,Hindu
,35,Sindhi,Others,,,5ft 6in,othm1162542,Hindu
,35,Digambar,"Gwalior, Madhya Pradesh, India",,MNC,5ft 8in,gwam1111590,Jain
,35,Others,"Belgaum, Karnataka, India",,,5ft 5in,belm1094445,Muslim
,35,Others,"Lucknow, Uttar Pradesh, India",,,5ft 1in,x1486746,Muslim
,35,Mudaliar Arcot,"Kancheepuram, Tamil Nadu, India",,,5ft 7in,kanm1152298,Hindu
,35,Kashyap,"Delhi, Delhi, India",,Private Sector,5ft 7in,delm1019670,Hindu
,35,Mannuru Kapu,"Hyderabad, Andhra Pradesh, India",,,6ft,hydm1384922,Hindu
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 6in,kolm1384729,Hindu
,35,Kayastha,"Indore, Madhya Pradesh, India",,,5ft 7in,indm1322871,Hindu
,35,Kayastha,"Lucknow, Uttar Pradesh, India",,,5ft 5in,lucm1340810,Hindu
,35,Brahmin,"Dehradun, Uttaranchal, India",,,5ft 7in,dehm1383791,Hindu
,35,Tamil,"Madurai, Tamil Nadu, India",,,5ft 3in,madm1384288,Hindu
,35,Gounder,"Namakkal, Tamil Nadu, India",,,5ft 10in,namm1345208,Hindu
,35,Others,"Coimbatore, Tamil Nadu, India",,,5ft 5in,coim1383293,Muslim
,35,Leva patel,"Jalgaon, Maharashtra, India",,,5ft 3in,jagm1383963,Hindu
,35,Brahmin,"Bangalore, Karnataka, India",,,5ft 4in,banm1384185,Hindu
,35,Brahmin - Smartha,"Sangareddi, Andhra Pradesh, India",,,5ft 10in,sanm1383948,Hindu
,35,Iyer,"Bangalore, Karnataka, India",,,6ft 4in,banm1382844,Hindu
,35,Chandraseniya Kayastha Prab,"Faridabad, Haryana, India",,,5ft 5in,farm1324819,Hindu
,35,Khatri,"Chennai, Tamil Nadu, India",,,5ft 8in,chem1042820,Hindu
,35,Kayastha,"Begusarai, Bihar, India",,,5ft 5in,begm912247,Hindu
,35,Ramgariah,Others,,,5ft 10in,othm1383451,Sikh
,35,Yadav,"Hyderabad, Andhra Pradesh, India",,,5ft 10in,hydm1329378,Hindu
,35,Rajput,"Patna, Bihar, India",,,6ft,patm1325194,Hindu
,35,Brahmin - Iyengar,"Chennai, Tamil Nadu, India",,,5ft 5in,chem1313415,Hindu
,35,Others,Others,,Private Sector,5ft 8in,othm895326,Christian
,35,Brahmin,"Vadodara, Gujarat, India",,,5ft 6in,barm1381742,Hindu
,35,Vishwakarma,"Ranchi, Jharkhand, India",,,5ft 11in,ranm1327388,Hindu
,35,Rajput,"Bangalore, Karnataka, India",,,5ft 7in,banm1382438,Hindu
,35,Brahmin,"Hyderabad, Andhra Pradesh, India",,,5ft 7in,hydm1383147,Hindu
,35,Swarnakar,"Rest of West Bengal, West Bengal, India",,,5ft 6in,x1473900,Hindu
,35,,"Rest of Goa, Goa, India",,,5ft 6in,goam1383022,Others
,35,Gupta,"Bhopal, Madhya Pradesh, India",,,5ft 7in,bhom1382739,Hindu
,35,Rajput,"Melbourne, Victoria",,,5ft 2in,melm1114884,Hindu
,35,Ahom,"Dibrugarh, Assam, India",,,5ft 4in,dibm1342738,Hindu
,35,Brahmin,"Ghaziabad, Uttar Pradesh, India",,,5ft 8in,gham1382308,Hindu
,35,Others,"Kottayam, Kerala, India",,,5ft 3in,kotm1382327,Christian
,35,Others,"Kannur, Kerala, India",,,5ft 6in,kanm1382322,Christian
,35,Vishwakarma,"Tanjore, Tamil Nadu, India",,,5ft 6in,tanm1382304,Hindu
,35,Kumbhakar,"Kolkata, West Bengal, India",,,5ft 6in,kolm1369883,Hindu
,35,Agarwal,"Udaipur, Tripura, India",,,5ft 7in,udam1382076,Hindu
,35,Saha,"Siliguri, West Bengal, India",,,5ft 11in,silm1072816,Hindu
,35,Kshatriya,"Bangalore, Karnataka, India",,,6ft,banm1334989,Hindu
,35,Reddy,"Hyderabad, Andhra Pradesh, India",,,5ft 10in,hydm1149469,Hindu
,35,Bhatia,,,,5ft 8in,delm1114808,Hindu
,35,Sozhiya Vellalar,"Dindigul, Tamil Nadu, India",,,5ft 9in,dndm1377907,Hindu
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 7in,kolm1381077,Hindu
,35,Agarwal,"Muzaffarnagar, Uttar Pradesh, India",,,5ft 4in,muzm1349935,Hindu
,35,Vaishnav Vania,"Vadodara, Gujarat, India",,,5ft 7in,barm1071892,Hindu
,35,Maratha,"Nasik, Maharashtra, India",,,5ft 6in,nasm1317071,Hindu
,35,Yadav,"Cuttack, Orissa, India",,Public Sector,5ft 11in,cutm1329822,Hindu
,35,Gavara,"Thiruvarur, Tamil Nadu, India",,,5ft 7in,thrm1381034,Hindu
,35,Rajput,"California, Pennsylvania",,,6ft,calm1372890,Hindu
,35,Mahendra,"Mumbai, Maharashtra, India",,,6ft,mumm1378396,Hindu
,35,Others,,,,5ft 10in,delm1094674,Muslim
,35,,"Poonch, Jammu and Kashmir, India",,,5ft 7in,poom1380476,Jewish
,35,Marvar,"Tirunelveli, Tamil Nadu, India",,,6ft 5in,tirm1380378,Hindu
,35,Brahmin - Iyengar,"Bangalore, Karnataka, India",,MNC,6ft,banm1090357,Hindu
,35,Panicker,"Palakkad, Kerala, India",,,6ft,palm1377628,Hindu
,35,Scheduled Caste,"Mumbai, Maharashtra, India",,,5ft,mumm1378040,Hindu
,35,Brahmin 6000 Niyogi,"Bangalore, Karnataka, India",,,5ft 11in,banm1379722,Hindu
,35,Jatav,"Delhi, Delhi, India",,Public Sector,5ft 7in,delm1347070,Hindu
,35,Kummari,"Hyderabad, Andhra Pradesh, India",,,5ft 5in,hydm1378712,Hindu
,35,Kumbhakar,"Dharamasala, Himachal Pradesh, India",,,5ft 6in,dham1365868,Hindu
,35,Gowda,"Bangalore, Karnataka, India",,,5ft 3in,banm1361914,Hindu
,35,Telaga,"Vishakhapatnam, Andhra Pradesh, India",,,5ft 9in,vism1376637,Hindu
,35,Adi Dravida,"Cuddalore, Tamil Nadu, India",,,5ft 7in,cudm1310656,Hindu
,35,Bhavsar,"Pune, Maharashtra, India",,,5ft 7in,punm967095,Hindu
,35,Gounder,Others,,,5ft 8in,othm1379335,Hindu
,35,Brahmin,"Ahmednagar, Maharashtra, India",,,5ft 7in,ahmm1304636,Hindu
,35,Brahmin,"Dhenkanal, Orissa, India",,,5ft 8in,dhem1055016,Hindu
,35,Nair,"Thiruvananthapuram , Kerala, India",,,5ft 6in,thim1379465,Hindu
,35,Others,"Bihar Sharif, Bihar, India",,,5ft 1in,bihm1323959,Christian
,35,Perika,Others,,,5ft 6in,howm1374451,Hindu
,35,Shewetamber,"Delhi, Delhi, India",,,5ft 8in,delm1327940,Jain
,35,Punjabi,"Jalandhar, Punjab, India",,,5ft 10in,jalm1375465,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,5ft 8in,delm1372865,Hindu
,35,Sindhi,"Mumbai, Maharashtra, India",,,5ft,x1471216,Others
,35,Hindu-Others,"Bangalore, Karnataka, India",,,5ft 8in,x1466169,Hindu
,35,Kayastha,"Howrah, West Bengal, India",,,5ft 5in,howm1124448,Hindu
,35,Leva Patidar,"Mumbai, Maharashtra, India",,,5ft 8in,mumm1319714,Hindu
,35,Vannia Kula Kshatriyar,"Villupuram, Tamil Nadu, India",,,5ft 3in,vilm1372633,Hindu
,35,,"Bijapur, Karnataka, India",,,5ft 4in,bjpm1377146,Others
,35,Brahmin - Kanyakubj,"Arrah, Bihar, India",,,5ft 8in,arrm1378301,Hindu
,35,Others,"Tirunelveli, Tamil Nadu, India",,,6ft 2in,tirm1378021,Christian
,35,Tamil,"Chennai, Tamil Nadu, India",,,5ft 7in,chem1378018,Hindu
,35,Punjabi,"Faridabad, Haryana, India",,,5ft 7in,farm1330960,Hindu
,35,Ezhava,"Palakkad, Kerala, India",,,5ft 2in,palm1377757,Hindu
,35,Oriya,"Pune, Maharashtra, India",,,5ft 5in,punm1377760,Hindu
,35,Baidya,"Kolkata, West Bengal, India",,,5ft 5in,kolm1307039,Hindu
,35,Khandayat,"Hyderabad, Andhra Pradesh, India",,,5ft 7in,hydm1373472,Hindu
,35,Punjabi,"Delhi, Delhi, India",,,5ft 9in,delm1299085,Hindu
,35,Bengali,"Delhi, Delhi, India",,,5ft 7in,delm1377380,Hindu
,35,Tamil,"Bangalore, Karnataka, India",,,5ft 9in,banm1012147,Hindu
,35,Brahmin,"Kannur, Kerala, India",,,5ft 9in,kanm1370913,Hindu
,35,,"Chennai, Tamil Nadu, India",,,5ft 5in,chem1319856,Hindu
,35,Brahmin 6000 Niyogi,"Rajkot, Gujarat, India",,,5ft 11in,rajm1364954,Hindu
,35,,"Mumbai, Maharashtra, India",,,5ft 2in,mumm1377119,Others
,35,Hindu-Others,"Jaipur, Rajasthan, India",,,5ft 9in,jaim1285499,Hindu
,35,Billava,"Bokaro, Jharkhand, India",,,5ft 10in,bokm1375589,Hindu
,35,Brahmin 6000 Niyogi,Others,,,5ft 10in,penm1337070,Hindu
,35,Devandra Kula Vellalar,"Bangalore, Karnataka, India",,,5ft 8in,banm1094160,Hindu
,35,Others,"Alappuzha, Kerala, India",,,5ft 7in,alam1296999,Christian
,35,Others,"Hyderabad, Andhra Pradesh, India",,,5ft 11in,hydm1314857,Muslim
,35,Brahmin - Smartha,"Bangalore, Karnataka, India",,,5ft 10in,banm993752,Hindu
,35,Lingayath,"Chittoor, Andhra Pradesh, India",,,5ft 6in,chim1314691,Hindu
,35,,"Mumbai, Maharashtra, India",,Private Sector,5ft 7in,mumm1075548,Buddhist
,35,Brahmin,"Chitradurga, Karnataka, India",,,5ft 5in,ctrm1370599,Hindu
,35,Scheduled Caste,"Noida, Uttar Pradesh, India",,,5ft 7in,x1466107,Hindu
,35,Brahmin Kanada Madhva,"Coimbatore, Tamil Nadu, India",,,5ft 7in,coim1375730,Hindu
,35,Goala,"Bhagalpur, Bihar, India",,,5ft 8in,bham1376197,Hindu
,35,Kamma,"Thiruvallur, Tamil Nadu, India",,,5ft 8in,tirm1376560,Hindu
,35,Kshatriya,"Kolkata, West Bengal, India",,,6ft,kolm1373577,Hindu
,35,Others,"Hyderabad, Andhra Pradesh, India",,,5ft 5in,hydm1331670,Muslim
,35,Others,Others,,,5ft 6in,othm1375821,Muslim
,35,Chettiar,"Tanjore, Tamil Nadu, India",,,5ft 8in,tanm1314903,Hindu
,35,Adi Dravida,"Bangalore, Karnataka, India",,,5ft 11in,banm1277765,Hindu
,35,Iyengar,"Bangalore, Karnataka, India",,,5ft 8in,banm1352977,Hindu
,35,Brahmin,"Pudukkottai, Tamil Nadu, India",,,6ft,pudm1375374,Hindu
,35,Pillai,"Coimbatore, Tamil Nadu, India",,,5ft 8in,coim1375379,Hindu
,35,Brahmin,,,MNC,5ft 9in,nagm949165,Hindu
,35,Jat,"Delhi, Delhi, India",,,5ft 8in,x1466611,Hindu
,35,Bhandari,"Mumbai, Maharashtra, India",,,5ft 6in,mumm1275888,Hindu
,35,Arora,"Delhi, Delhi, India",,,5ft 10in,delm1036624,Hindu
,35,Khatri,"Delhi, Delhi, India",,,5ft 11in,delm1323586,Hindu
,35,Rajput,"Chhatarpur, Madhya Pradesh, India",,,6ft 2in,chtm1301717,Hindu
,35,Padmasali,"Hyderabad, Andhra Pradesh, India",,,5ft 2in,hydm1374673,Hindu
,35,Kayastha,"Bareilly, Uttar Pradesh, India",,,5ft 9in,x1306793,Hindu
,35,Nadar,"Chennai, Tamil Nadu, India",,,5ft 11in,chem1357212,Hindu
,35,Chhetri,"Chhapra, Bihar, India",,,5ft 7in,chhm1373373,Hindu
,35,Sikh - Others,"Delhi, Delhi, India",,,5ft 11in,delm1374136,Sikh
,35,Arya Vysya,"Guntur, Andhra Pradesh, India",,Private Sector,5ft 3in,chem788986,Hindu
,35,Brahmin - Iyengar,"Bangalore, Karnataka, India",,,5ft 7in,banm1368377,Hindu
,35,Mahendra,"Guwahati, Assam, India",,Others,5ft 6in,guwm1340682,Hindu
,35,,"Delhi, Delhi, India",,,5ft 8in,delm1288132,Others
,35,Kayastha,"Dibrugarh, Assam, India",,,5ft 5in,dibm1373141,Hindu
,35,Brahmin Viswa,"Hyderabad, Andhra Pradesh, India",,,5ft 7in,hydm1319023,Hindu
,35,Brahmin - Deshastha,"Mumbai, Maharashtra, India",,,5ft 10in,mumm815969,Hindu
,35,Brahmin - Maithil,"Bokaro, Jharkhand, India",,Private Sector,5ft 5in,bokm1372578,Hindu
,35,Vanniyar,"Calicut, Kerala, India",,,6ft 4in,clcm1372651,Hindu
,35,Saliya,"Kochi, Kerala, India",,,5ft 4in,kocm1372771,Hindu
,35,Others,"Udagamandalam, Tamil Nadu, India",,,5ft 3in,udam1372691,Christian
,35,Uppara,"Kurnool, Andhra Pradesh, India",,,5ft 10in,kurm1367121,Hindu
,35,Others,"Hyderabad, Andhra Pradesh, India",,,5ft 4in,hydm1369744,Muslim
,35,Others,"Warangal, Andhra Pradesh, India",,,5ft 7in,warm1372546,Muslim
,35,Brahmin - Iyer,"Chennai, Tamil Nadu, India",,,5ft 7in,chem1343939,Hindu
,35,Karana,"Bhadrak, Orissa, India",,,5ft 10in,bham1366429,Hindu
,35,Hindu-Others,Others,,,5ft 7in,othm1348857,Hindu
,35,Agarwal,"Banswara, Rajasthan, India",,,5ft 8in,banm1370486,Hindu
,35,Kshatriya,"Srikakulam, Andhra Pradesh, India",,,5ft 8in,srim1361641,Hindu
,35,Vaishnav,"Mumbai, Maharashtra, India",,,5ft 5in,mumm1371970,Hindu
,35,Protestant,"Jodhpur, Rajasthan, India",,,5ft 11in,jodm1372050,Christian
,35,Khatri,,,,5ft 10in,delm1052021,Hindu
,35,Sikh - Tonk Kshatriya,"Rest of Delhi, Delhi, India",,,5ft 7in,ncrm829484,Sikh
,35,Brahmin,"Gurgaon, Haryana, India",,,5ft 9in,gurm944820,Hindu
,35,Catholic,"Indore, Madhya Pradesh, India",,,5ft 10in,indm1370520,Christian
,35,Others,"Bangalore, Karnataka, India",,,5ft 5in,banm1371724,Muslim
,35,Kayastha,,,Private Sector,5ft 8in,kolm833443,Hindu
,35,Araya,"Belgaum, Karnataka, India",,,5ft 11in,belm1370566,Hindu
,35,Khandayat,"Chandigarh, Chandigarh, India",,,5ft 6in,cham1269578,Hindu
,35,Brahmin 6000 Niyogi,"Hyderabad, Andhra Pradesh, India",,,6ft,hydm1361269,Hindu
,35,Jain-Others,"Jalgaon, Maharashtra, India",,,5ft 10in,jagm1360729,Jain
,35,Others,"Madurai, Tamil Nadu, India",,,5ft 7in,madm1370878,Christian
,35,Bengali,"Bangalore, Karnataka, India",,,6ft,banm927881,Hindu
,35,Others,,,,6ft,hydm1290033,Muslim
,35,Vishwakarma,"Bangalore, Karnataka, India",,,5ft 11in,banm1370570,Hindu
,35,Brahmin,"Nasik, Maharashtra, India",,,5ft 10in,nasm1370540,Hindu
,35,Others,"Secunderabad, Andhra Pradesh, India",,,5ft 7in,secm1370755,Muslim
,35,Lingayath,"Bangalore, Karnataka, India",,,6ft 3in,banm1362654,Hindu
,35,96K Kokanastha,"Kalyan, Maharashtra, India",,,5ft 5in,kalm822967,Hindu
,35,Pillai,Others,,,5ft 10in,othm1335579,Hindu
,35,Chhetri,"Gorakhpur, Uttar Pradesh, India",,,5ft 9in,gorm1369702,Hindu
,35,Kayastha,"Bhubaneshwar, Orissa, India",,,5ft 11in,bhum1280518,Hindu
,35,Sonar,"Anand, Gujarat, India",,Private Sector,5ft 6in,anam1057495,Hindu
,35,Nadar,"Thoothukudi, Tamil Nadu, India",,,5ft 10in,thom1368858,Hindu
,35,Saini,"Patna, Bihar, India",,,5ft 5in,patm1254874,Hindu
,35,Gupta,North Carolina,,,5ft 10in,norm1359367,Hindu
,35,Devar/Thevar/Mukkulathor,"Salem, West Virginia, India",,,5ft 7in,salm1325453,Hindu
,35,Brahmin,"Rourkela, Orissa, India",,,5ft 7in,roum1368630,Hindu
,35,Brahmin,Florida,,,5ft 4in,flom1267719,Hindu
,35,Hindu-Others,"Balurghat, West Bengal, India",,Private Sector,5ft 3in,balm1363478,Hindu
,35,Brahmin - Davadnya,"Kolhapur, Maharashtra, India",,,5ft 7in,kolm1369366,Hindu
,35,Nair,"Bhopal, Madhya Pradesh, India",,,5ft 10in,bhom949376,Hindu
,35,Mudaliar,"Coimbatore, Tamil Nadu, India",,,5ft 6in,coim1264596,Hindu
,35,Maratha,"Mumbai, Maharashtra, India",,,5ft 4in,mumm1368871,Hindu
,35,Balija,"Bellary, Karnataka, India",,,5ft 5in,belm1368777,Hindu
,35,Vishwakarma,"Bangalore, Karnataka, India",,,5ft 7in,banm1281416,Hindu
,35,Baniya,,,,5ft 6in,lucm917294,Hindu
,35,Brahmin - Sanadya,"Jaipur, Rajasthan, India",,,5ft 8in,jaim1295161,Hindu
,35,Sonar,"Jaipur, Rajasthan, India",,,5ft 3in,jaim1368039,Hindu
,35,Others,"Kochi, Kerala, India",,,5ft 6in,kocm1365372,Christian
,35,Arora,"Muzaffarnagar, Uttar Pradesh, India",,Others,5ft 5in,muzm873383,Hindu
,35,Brahmin -Gowd Saraswat,"Mumbai, Maharashtra, India",,,5ft 6in,mumm715318,Hindu
,35,Lingayath,"Bangalore, Karnataka, India",,,5ft 4in,banm1281594,Hindu
,35,Agarwal,"Vadodara, Gujarat, India",,,5ft 6in,barm1367502,Hindu
,35,Ezhava,"Kochi, Kerala, India",,,6ft 1in,kocm1367893,Hindu
,35,Sikh - Ahluwalia,"Mohali, Punjab, India",,,5ft 3in,mohm1367817,Sikh
,35,Arora,"Delhi, Delhi, India",,,5ft 7in,delm1282872,Hindu
,35,Vishwakarma,"Chennai, Tamil Nadu, India",,,5ft 6in,chem1020815,Hindu
,35,Kurmi,"Lucknow, Uttar Pradesh, India",,,5ft 9in,lucm1022702,Hindu
,35,Others,"Kottayam, Kerala, India",,,5ft 5in,kotm1367680,Christian
,35,,"Pulwama, Jammu and Kashmir, India",,,6ft 1in,pulm1367748,Others
,35,Kayastha,"Lucknow, Uttar Pradesh, India",,MNC,5ft 8in,0005999939,Hindu
,35,Sikh - Jat,"Ludhiana, Punjab, India",,,5ft 8in,ludm1329527,Sikh
,35,Punjabi,"Panchkula, Haryana, India",,,5ft 7in,mohm1241694,Hindu
,35,Kalal,"Damoh, Madhya Pradesh, India",,Others,6ft 2in,damm1358864,Hindu
,35,Sunni,"Bangalore, Karnataka, India",,,5ft 8in,banm926171,Muslim
,35,Sikh - Jat,Others,,,5ft 9in,othm645197,Sikh
,35,Nair,"Palakkad, Kerala, India",,Private Sector,5ft 7in,palm1016664,Hindu
,35,Naik/Nayaka,"Surat, Gujarat, India",,,5ft 10in,surm1367168,Hindu
,35,Devandra Kula Vellalar,"Bangalore, Karnataka, India",,,5ft 7in,banm1321403,Hindu
,35,Kayastha,"Lucknow, Uttar Pradesh, India",,,5ft 7in,x1444413,Hindu
,35,Others,"Ongole, Andhra Pradesh, India",,,5ft 7in,ongm1258379,Muslim
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 4in,kolm580507,Hindu
,35,Kumaoni Rajput,"Palakkad, Kerala, India",,,6ft 2in,palm1365259,Hindu
,35,Others,"Bhopal, Madhya Pradesh, India",,Private Sector,5ft 8in,bhom1366706,Christian
,35,Brahmin - Bengali,"Mysore, Karnataka, India",,,5ft 9in,mysm1366645,Hindu
,35,Brahmin - Bengali,"Bangalore, Karnataka, India",,,5ft 10in,banm1366649,Hindu
